Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas7505          Pavarde7505         4         2         3         4         6         8         
Vardas7506          Pavarde7506         9         4         0         9         7         2         
Vardas7507          Pavarde7507         2         2         9         1         7         8         
Vardas7508          Pavarde7508         3         4         10        7         6         10        
Vardas7509          Pavarde7509         2         0         3         1         6         9         
Vardas7510          Pavarde7510         3         2         5         5         0         0         
Vardas7511          Pavarde7511         8         1         7         6         4         3         
Vardas7512          Pavarde7512         9         8         3         6         5         1         
Vardas7513          Pavarde7513         6         5         8         10        8         3         
Vardas7514          Pavarde7514         4         9         1         5         10        5         
Vardas7515          Pavarde7515         1         3         10        6         2         4         
Vardas7516          Pavarde7516         6         5         9         0         6         6         
Vardas7517          Pavarde7517         3         3         6         7         6         10        
Vardas7518          Pavarde7518         9         4         1         6         5         10        
Vardas7519          Pavarde7519         3         6         5         6         0         3         
Vardas7520          Pavarde7520         0         1         9         8         5         5         
Vardas7521          Pavarde7521         8         1         10        3         5         10        
Vardas7522          Pavarde7522         8         1         7         2         4         6         
Vardas7523          Pavarde7523         7         3         3         4         8         6         
Vardas7524          Pavarde7524         6         0         7         5         7         0         
Vardas7525          Pavarde7525         2         5         2         0         7         1         
Vardas7526          Pavarde7526         1         9         10        4         9         7         
Vardas7527          Pavarde7527         10        6         5         1         6         4         
Vardas7528          Pavarde7528         9         4         9         8         2         4         
Vardas7529          Pavarde7529         3         0         7         9         9         6         
Vardas7530          Pavarde7530         9         0         0         8         3         2         
Vardas7531          Pavarde7531         1         0         6         6         0         9         
Vardas7532          Pavarde7532         1         5         3         1         7         5         
Vardas7533          Pavarde7533         9         10        4         3         9         2         
Vardas7534          Pavarde7534         9         8         6         2         0         10        
Vardas7535          Pavarde7535         1         6         2         6         9         4         
Vardas7536          Pavarde7536         6         5         7         10        3         10        
Vardas7537          Pavarde7537         8         0         6         0         0         3         
Vardas7538          Pavarde7538         0         9         2         3         2         2         
Vardas7539          Pavarde7539         0         10        4         5         0         9         
Vardas7540          Pavarde7540         0         10        1         4         3         5         
Vardas7541          Pavarde7541         7         8         3         7         4         6         
Vardas7542          Pavarde7542         9         7         5         9         3         9         
Vardas7543          Pavarde7543         2         8         7         4         6         0         
Vardas7544          Pavarde7544         8         9         7         8         3         4         
Vardas7545          Pavarde7545         4         3         8         7         9         3         
Vardas7546          Pavarde7546         0         8         8         5         6         5         
Vardas7547          Pavarde7547         7         4         6         10        10        3         
Vardas7548          Pavarde7548         1         10        7         4         8         10        
Vardas7549          Pavarde7549         7         3         10        8         8         4         
Vardas7550          Pavarde7550         10        2         9         1         7         6         
Vardas7551          Pavarde7551         0         7         6         10        10        8         
Vardas7552          Pavarde7552         10        4         3         7         7         7         
Vardas7553          Pavarde7553         7         9         3         4         10        8         
Vardas7554          Pavarde7554         9         6         7         0         9         3         
Vardas7555          Pavarde7555         3         6         2         9         4         5         
Vardas7556          Pavarde7556         4         4         6         6         1         2         
Vardas7557          Pavarde7557         9         10        3         5         8         5         
Vardas7558          Pavarde7558         10        4         9         6         8         6         
Vardas7559          Pavarde7559         6         1         4         8         7         1         
Vardas7560          Pavarde7560         10        8         7         2         1         6         
Vardas7561          Pavarde7561         4         0         0         5         4         9         
Vardas7562          Pavarde7562         2         5         4         6         4         2         
Vardas7563          Pavarde7563         8         7         1         2         4         7         
Vardas7564          Pavarde7564         3         7         7         9         9         1         
Vardas7565          Pavarde7565         0         1         1         10        7         9         
Vardas7566          Pavarde7566         8         6         5         3         6         8         
Vardas7567          Pavarde7567         9         0         10        7         7         5         
Vardas7568          Pavarde7568         9         9         3         1         8         7         
Vardas7569          Pavarde7569         0         0         6         1         5         0         
Vardas7570          Pavarde7570         9         10        8         0         10        3         
Vardas7571          Pavarde7571         1         8         7         7         7         6         
Vardas7572          Pavarde7572         10        1         1         0         3         0         
Vardas7573          Pavarde7573         4         1         3         3         10        9         
Vardas7574          Pavarde7574         5         4         4         3         1         9         
Vardas7575          Pavarde7575         2         6         10        7         10        3         
Vardas7576          Pavarde7576         2         4         2         8         6         4         
Vardas7577          Pavarde7577         9         7         8         7         9         6         
Vardas7578          Pavarde7578         10        8         9         2         3         8         
Vardas7579          Pavarde7579         6         3         0         6         9         2         
Vardas7580          Pavarde7580         0         8         5         4         2         5         
Vardas7581          Pavarde7581         6         4         3         4         2         0         
Vardas7582          Pavarde7582         4         2         3         3         7         7         
Vardas7583          Pavarde7583         4         10        7         7         8         4         
Vardas7584          Pavarde7584         9         6         0         8         10        2         
Vardas7585          Pavarde7585         7         5         7         0         6         8         
Vardas7586          Pavarde7586         3         4         9         4         5         6         
Vardas7587          Pavarde7587         8         6         1         1         6         9         
Vardas7588          Pavarde7588         4         1         1         6         4         5         
Vardas7589          Pavarde7589         3         4         10        5         10        7         
Vardas7590          Pavarde7590         0         3         0         0         10        2         
Vardas7591          Pavarde7591         2         1         9         5         6         8         
Vardas7592          Pavarde7592         10        9         3         10        10        8         
Vardas7593          Pavarde7593         9         2         10        2         4         1         
Vardas7594          Pavarde7594         5         1         6         1         2         0         
Vardas7595          Pavarde7595         9         2         10        0         9         9         
Vardas7596          Pavarde7596         2         10        5         2         5         10        
Vardas7597          Pavarde7597         2         5         2         6         10        2         
Vardas7598          Pavarde7598         10        4         1         1         8         6         
Vardas7599          Pavarde7599         8         5         4         2         0         8         
Vardas7600          Pavarde7600         8         2         5         7         8         7         
Vardas7601          Pavarde7601         1         6         10        3         2         3         
Vardas7602          Pavarde7602         3         10        8         7         8         0         
Vardas7603          Pavarde7603         0         2         6         10        3         1         
Vardas7604          Pavarde7604         10        3         5         7         1         5         
Vardas7605          Pavarde7605         10        7         5         0         6         3         
Vardas7606          Pavarde7606         8         5         1         4         0         7         
Vardas7607          Pavarde7607         9         3         5         10        4         6         
Vardas7608          Pavarde7608         2         7         3         6         3         8         
Vardas7609          Pavarde7609         4         6         0         2         1         5         
Vardas7610          Pavarde7610         8         9         1         4         5         1         
Vardas7611          Pavarde7611         2         7         10        1         9         5         
Vardas7612          Pavarde7612         10        8         6         10        7         10        
Vardas7613          Pavarde7613         6         8         10        5         6         2         
Vardas7614          Pavarde7614         8         10        9         8         5         9         
Vardas7615          Pavarde7615         0         10        8         2         1         1         
Vardas7616          Pavarde7616         10        7         7         3         9         3         
Vardas7617          Pavarde7617         4         6         6         7         6         7         
Vardas7618          Pavarde7618         7         6         6         8         6         6         
Vardas7619          Pavarde7619         7         7         4         8         0         10        
Vardas7620          Pavarde7620         2         5         8         8         5         8         
Vardas7621          Pavarde7621         9         5         1         9         1         2         
Vardas7622          Pavarde7622         9         0         1         5         7         6         
Vardas7623          Pavarde7623         9         7         1         2         1         10        
Vardas7624          Pavarde7624         0         6         9         4         4         0         
Vardas7625          Pavarde7625         8         2         5         5         2         6         
Vardas7626          Pavarde7626         0         1         10        0         7         8         
Vardas7627          Pavarde7627         7         1         5         7         0         5         
Vardas7628          Pavarde7628         10        8         1         9         8         8         
Vardas7629          Pavarde7629         9         10        0         9         7         2         
Vardas7630          Pavarde7630         7         2         10        9         0         7         
Vardas7631          Pavarde7631         2         3         1         5         8         8         
Vardas7632          Pavarde7632         5         9         0         9         0         2         
Vardas7633          Pavarde7633         3         4         5         8         10        4         
Vardas7634          Pavarde7634         10        1         6         7         10        3         
Vardas7635          Pavarde7635         1         5         6         0         6         2         
Vardas7636          Pavarde7636         8         8         7         5         6         4         
Vardas7637          Pavarde7637         5         7         4         8         1         3         
Vardas7638          Pavarde7638         1         8         9         8         5         6         
Vardas7639          Pavarde7639         9         10        1         0         9         0         
Vardas7640          Pavarde7640         0         6         5         7         6         4         
Vardas7641          Pavarde7641         4         10        4         1         2         7         
Vardas7642          Pavarde7642         7         8         5         5         6         7         
Vardas7643          Pavarde7643         3         3         6         10        1         7         
Vardas7644          Pavarde7644         8         9         9         9         10        10        
Vardas7645          Pavarde7645         10        2         7         0         5         9         
Vardas7646          Pavarde7646         10        6         8         1         1         3         
Vardas7647          Pavarde7647         10        4         1         5         6         2         
Vardas7648          Pavarde7648         8         7         9         7         1         4         
Vardas7649          Pavarde7649         5         1         7         4         3         10        
Vardas7650          Pavarde7650         8         3         7         3         10        5         
Vardas7651          Pavarde7651         4         5         8         4         7         2         
Vardas7652          Pavarde7652         6         1         5         2         8         1         
Vardas7653          Pavarde7653         10        8         9         7         9         9         
Vardas7654          Pavarde7654         3         9         9         0         9         4         
Vardas7655          Pavarde7655         8         8         5         9         10        7         
Vardas7656          Pavarde7656         0         0         4         9         6         5         
Vardas7657          Pavarde7657         2         10        2         4         9         0         
Vardas7658          Pavarde7658         4         4         5         2         4         1         
Vardas7659          Pavarde7659         7         4         4         3         6         9         
Vardas7660          Pavarde7660         9         7         9         7         3         2         
Vardas7661          Pavarde7661         4         0         0         6         9         7         
Vardas7662          Pavarde7662         3         3         8         4         4         10        
Vardas7663          Pavarde7663         2         6         2         4         4         1         
Vardas7664          Pavarde7664         0         3         5         0         10        2         
Vardas7665          Pavarde7665         2         6         9         2         8         0         
Vardas7666          Pavarde7666         9         2         3         8         3         9         
Vardas7667          Pavarde7667         1         2         6         1         10        3         
Vardas7668          Pavarde7668         8         5         10        8         9         10        
Vardas7669          Pavarde7669         6         10        10        3         3         3         
Vardas7670          Pavarde7670         9         1         3         6         9         6         
Vardas7671          Pavarde7671         0         9         4         8         8         8         
Vardas7672          Pavarde7672         4         6         6         8         5         10        
Vardas7673          Pavarde7673         2         0         6         6         4         3         
Vardas7674          Pavarde7674         2         7         7         5         1         9         
Vardas7675          Pavarde7675         9         2         1         7         10        1         
Vardas7676          Pavarde7676         5         7         1         1         7         5         
Vardas7677          Pavarde7677         7         2         5         4         2         8         
Vardas7678          Pavarde7678         4         7         0         1         2         2         
Vardas7679          Pavarde7679         5         4         2         4         5         8         
Vardas7680          Pavarde7680         9         2         6         6         4         3         
Vardas7681          Pavarde7681         1         9         10        9         4         0         
Vardas7682          Pavarde7682         9         0         4         2         2         5         
Vardas7683          Pavarde7683         4         4         3         2         5         6         
Vardas7684          Pavarde7684         1         8         6         9         10        2         
Vardas7685          Pavarde7685         3         4         6         2         4         6         
Vardas7686          Pavarde7686         3         2         7         7         3         3         
Vardas7687          Pavarde7687         8         7         2         3         5         8         
Vardas7688          Pavarde7688         6         0         7         5         0         6         
Vardas7689          Pavarde7689         1         9         2         0         6         8         
Vardas7690          Pavarde7690         6         7         7         8         4         0         
Vardas7691          Pavarde7691         2         6         10        6         4         2         
Vardas7692          Pavarde7692         10        1         4         1         1         10        
Vardas7693          Pavarde7693         7         7         6         7         1         4         
Vardas7694          Pavarde7694         6         2         5         1         6         7         
Vardas7695          Pavarde7695         10        10        7         10        2         2         
Vardas7696          Pavarde7696         8         9         6         0         2         5         
Vardas7697          Pavarde7697         8         2         3         3         0         10        
Vardas7698          Pavarde7698         2         4         9         3         2         0         
Vardas7699          Pavarde7699         7         2         8         6         8         6         
Vardas7700          Pavarde7700         2         9         5         3         0         10        
Vardas7701          Pavarde7701         0         3         7         9         5         0         
Vardas7702          Pavarde7702         4         7         9         7         9         0         
Vardas7703          Pavarde7703         4         9         1         1         6         0         
Vardas7704          Pavarde7704         0         5         10        0         9         2         
Vardas7705          Pavarde7705         0         4         10        9         1         8         
Vardas7706          Pavarde7706         6         10        9         9         1         1         
Vardas7707          Pavarde7707         6         4         2         9         7         7         
Vardas7708          Pavarde7708         0         9         10        1         2         4         
Vardas7709          Pavarde7709         3         5         0         5         8         1         
Vardas7710          Pavarde7710         8         8         2         8         8         3         
Vardas7711          Pavarde7711         10        6         10        10        10        8         
Vardas7712          Pavarde7712         7         7         8         1         3         3         
Vardas7713          Pavarde7713         8         8         10        7         8         1         
Vardas7714          Pavarde7714         8         3         8         1         5         10        
Vardas7715          Pavarde7715         6         0         3         9         9         7         
Vardas7716          Pavarde7716         2         10        5         4         8         7         
Vardas7717          Pavarde7717         4         1         7         2         2         7         
Vardas7718          Pavarde7718         5         0         1         10        1         3         
Vardas7719          Pavarde7719         10        2         6         3         2         5         
Vardas7720          Pavarde7720         2         5         2         7         1         0         
Vardas7721          Pavarde7721         9         5         7         1         5         1         
Vardas7722          Pavarde7722         1         4         2         10        3         2         
Vardas7723          Pavarde7723         6         1         5         0         8         8         
Vardas7724          Pavarde7724         8         1         4         4         5         2         
Vardas7725          Pavarde7725         7         7         6         6         8         3         
Vardas7726          Pavarde7726         1         6         4         10        7         4         
Vardas7727          Pavarde7727         4         10        4         7         0         4         
Vardas7728          Pavarde7728         3         9         8         1         5         10        
Vardas7729          Pavarde7729         6         1         10        7         5         9         
Vardas7730          Pavarde7730         8         3         6         0         3         3         
Vardas7731          Pavarde7731         6         2         5         5         4         4         
Vardas7732          Pavarde7732         7         8         9         7         7         5         
Vardas7733          Pavarde7733         8         7         8         10        5         0         
Vardas7734          Pavarde7734         7         8         3         5         8         6         
Vardas7735          Pavarde7735         6         1         5         6         3         2         
Vardas7736          Pavarde7736         6         1         1         6         6         0         
Vardas7737          Pavarde7737         6         8         5         9         1         9         
Vardas7738          Pavarde7738         8         5         8         2         8         10        
Vardas7739          Pavarde7739         1         2         6         3         6         7         
Vardas7740          Pavarde7740         3         10        6         9         7         8         
Vardas7741          Pavarde7741         0         5         10        4         8         2         
Vardas7742          Pavarde7742         8         5         9         10        10        7         
Vardas7743          Pavarde7743         9         3         3         6         1         0         
Vardas7744          Pavarde7744         1         7         10        6         5         8         
Vardas7745          Pavarde7745         4         4         9         9         3         8         
Vardas7746          Pavarde7746         9         2         10        10        5         1         
Vardas7747          Pavarde7747         8         6         9         4         6         4         
Vardas7748          Pavarde7748         2         6         4         2         9         9         
Vardas7749          Pavarde7749         7         2         5         2         6         9         
Vardas7750          Pavarde7750         7         1         7         6         2         1         
Vardas7751          Pavarde7751         10        0         2         9         2         1         
Vardas7752          Pavarde7752         1         7         4         2         0         4         
Vardas7753          Pavarde7753         4         2         0         3         4         5         
Vardas7754          Pavarde7754         2         3         4         1         4         7         
Vardas7755          Pavarde7755         6         8         7         10        3         8         
Vardas7756          Pavarde7756         3         4         0         2         3         10        
Vardas7757          Pavarde7757         8         6         4         6         3         8         
Vardas7758          Pavarde7758         8         4         5         4         2         9         
Vardas7759          Pavarde7759         4         6         10        8         6         4         
Vardas7760          Pavarde7760         10        6         7         3         4         9         
Vardas7761          Pavarde7761         10        0         2         0         5         0         
Vardas7762          Pavarde7762         7         1         3         6         1         5         
Vardas7763          Pavarde7763         2         10        0         9         8         0         
Vardas7764          Pavarde7764         4         5         8         10        6         5         
Vardas7765          Pavarde7765         7         9         3         0         8         2         
Vardas7766          Pavarde7766         2         3         2         9         1         9         
Vardas7767          Pavarde7767         4         3         6         2         8         4         
Vardas7768          Pavarde7768         6         10        9         4         9         4         
Vardas7769          Pavarde7769         7         7         7         6         3         2         
Vardas7770          Pavarde7770         3         0         9         6         2         0         
Vardas7771          Pavarde7771         6         4         2         1         10        10        
Vardas7772          Pavarde7772         2         9         5         10        5         10        
Vardas7773          Pavarde7773         0         1         0         5         1         5         
Vardas7774          Pavarde7774         2         0         1         0         8         8         
Vardas7775          Pavarde7775         2         8         2         4         1         4         
Vardas7776          Pavarde7776         1         1         10        5         1         2         
Vardas7777          Pavarde7777         8         1         6         6         7         0         
Vardas7778          Pavarde7778         0         10        0         10        2         6         
Vardas7779          Pavarde7779         7         6         9         3         7         9         
Vardas7780          Pavarde7780         3         7         8         1         9         1         
Vardas7781          Pavarde7781         9         3         7         9         10        1         
Vardas7782          Pavarde7782         1         4         6         3         6         6         
Vardas7783          Pavarde7783         4         2         9         3         10        9         
Vardas7784          Pavarde7784         4         10        1         10        8         4         
Vardas7785          Pavarde7785         8         4         5         3         0         7         
Vardas7786          Pavarde7786         9         7         0         2         4         10        
Vardas7787          Pavarde7787         4         5         7         6         5         1         
Vardas7788          Pavarde7788         6         2         2         8         2         5         
Vardas7789          Pavarde7789         9         5         4         4         9         10        
Vardas7790          Pavarde7790         2         0         0         6         8         0         
Vardas7791          Pavarde7791         5         9         8         2         8         9         
Vardas7792          Pavarde7792         10        3         5         9         2         6         
Vardas7793          Pavarde7793         1         7         8         3         3         0         
Vardas7794          Pavarde7794         8         6         1         2         9         9         
Vardas7795          Pavarde7795         9         9         9         1         2         7         
Vardas7796          Pavarde7796         2         9         10        4         9         4         
Vardas7797          Pavarde7797         10        2         10        10        1         10        
Vardas7798          Pavarde7798         2         4         4         10        3         4         
Vardas7799          Pavarde7799         10        1         7         0         7         4         
Vardas7800          Pavarde7800         5         3         1         5         5         8         
Vardas7801          Pavarde7801         3         10        2         0         2         6         
Vardas7802          Pavarde7802         3         9         10        10        9         10        
Vardas7803          Pavarde7803         2         1         3         1         5         8         
Vardas7804          Pavarde7804         1         9         5         5         1         7         
Vardas7805          Pavarde7805         5         8         4         5         5         6         
Vardas7806          Pavarde7806         10        6         5         0         7         5         
Vardas7807          Pavarde7807         8         9         8         10        9         9         
Vardas7808          Pavarde7808         6         0         6         7         8         0         
Vardas7809          Pavarde7809         2         6         10        9         10        10        
Vardas7810          Pavarde7810         0         6         2         8         6         8         
Vardas7811          Pavarde7811         6         8         10        4         7         5         
Vardas7812          Pavarde7812         7         0         1         0         1         10        
Vardas7813          Pavarde7813         5         9         8         1         5         3         
Vardas7814          Pavarde7814         1         9         9         4         5         2         
Vardas7815          Pavarde7815         1         2         0         10        1         10        
Vardas7816          Pavarde7816         8         5         5         6         3         3         
Vardas7817          Pavarde7817         8         10        2         7         3         8         
Vardas7818          Pavarde7818         4         8         10        10        7         1         
Vardas7819          Pavarde7819         5         8         3         10        10        1         
Vardas7820          Pavarde7820         0         7         8         5         9         4         
Vardas7821          Pavarde7821         9         5         0         2         9         6         
Vardas7822          Pavarde7822         6         4         1         4         0         4         
Vardas7823          Pavarde7823         9         5         7         5         9         4         
Vardas7824          Pavarde7824         9         5         10        6         9         1         
Vardas7825          Pavarde7825         9         4         9         10        7         3         
Vardas7826          Pavarde7826         5         2         1         10        6         3         
Vardas7827          Pavarde7827         1         1         9         4         7         7         
Vardas7828          Pavarde7828         0         10        1         5         3         10        
Vardas7829          Pavarde7829         0         7         4         5         8         8         
Vardas7830          Pavarde7830         6         0         1         5         1         6         
Vardas7831          Pavarde7831         8         3         1         4         2         8         
Vardas7832          Pavarde7832         0         3         3         3         2         8         
Vardas7833          Pavarde7833         6         6         1         5         10        2         
Vardas7834          Pavarde7834         10        3         7         1         6         6         
Vardas7835          Pavarde7835         10        9         2         0         7         7         
Vardas7836          Pavarde7836         0         7         2         1         4         4         
Vardas7837          Pavarde7837         4         3         9         0         5         5         
Vardas7838          Pavarde7838         8         1         6         10        0         0         
Vardas7839          Pavarde7839         5         9         10        2         5         5         
Vardas7840          Pavarde7840         7         3         10        10        8         10        
Vardas7841          Pavarde7841         9         1         10        0         3         6         
Vardas7842          Pavarde7842         8         10        1         10        1         7         
Vardas7843          Pavarde7843         0         2         5         5         9         10        
Vardas7844          Pavarde7844         10        6         6         1         7         1         
Vardas7845          Pavarde7845         4         9         1         8         8         3         
Vardas7846          Pavarde7846         2         2         2         2         9         5         
Vardas7847          Pavarde7847         0         10        7         6         7         10        
Vardas7848          Pavarde7848         3         0         3         9         4         0         
Vardas7849          Pavarde7849         6         7         4         3         2         7         
Vardas7850          Pavarde7850         0         10        4         2         4         5         
Vardas7851          Pavarde7851         0         9         7         2         3         7         
Vardas7852          Pavarde7852         6         2         6         8         2         9         
Vardas7853          Pavarde7853         7         6         8         7         9         7         
Vardas7854          Pavarde7854         5         5         3         9         9         10        
Vardas7855          Pavarde7855         4         7         10        10        5         5         
Vardas7856          Pavarde7856         1         0         6         1         4         9         
Vardas7857          Pavarde7857         8         4         10        1         8         10        
Vardas7858          Pavarde7858         9         1         4         1         8         6         
Vardas7859          Pavarde7859         7         8         2         4         0         1         
Vardas7860          Pavarde7860         2         3         4         3         6         10        
Vardas7861          Pavarde7861         10        4         7         0         3         8         
Vardas7862          Pavarde7862         0         6         7         5         10        3         
Vardas7863          Pavarde7863         1         1         0         10        8         4         
Vardas7864          Pavarde7864         3         9         10        3         9         8         
Vardas7865          Pavarde7865         6         0         8         2         10        4         
Vardas7866          Pavarde7866         4         1         6         5         6         9         
Vardas7867          Pavarde7867         7         5         6         3         8         1         
Vardas7868          Pavarde7868         1         5         5         6         9         0         
Vardas7869          Pavarde7869         5         1         8         6         6         6         
Vardas7870          Pavarde7870         2         6         1         7         4         8         
Vardas7871          Pavarde7871         0         10        9         0         6         1         
Vardas7872          Pavarde7872         0         0         6         3         2         9         
Vardas7873          Pavarde7873         4         9         6         6         4         1         
Vardas7874          Pavarde7874         8         4         10        4         10        10        
Vardas7875          Pavarde7875         3         7         1         1         5         7         
Vardas7876          Pavarde7876         2         1         7         4         8         1         
Vardas7877          Pavarde7877         3         6         3         2         4         9         
Vardas7878          Pavarde7878         4         0         4         8         4         1         
Vardas7879          Pavarde7879         7         5         3         0         3         5         
Vardas7880          Pavarde7880         7         6         1         9         0         6         
Vardas7881          Pavarde7881         2         6         10        8         2         6         
Vardas7882          Pavarde7882         4         0         4         2         6         1         
Vardas7883          Pavarde7883         2         4         1         0         8         6         
Vardas7884          Pavarde7884         3         1         0         6         5         4         
Vardas7885          Pavarde7885         7         4         7         5         5         1         
Vardas7886          Pavarde7886         4         10        2         10        2         9         
Vardas7887          Pavarde7887         9         3         5         8         9         3         
Vardas7888          Pavarde7888         0         9         3         1         9         3         
Vardas7889          Pavarde7889         10        2         10        1         5         3         
Vardas7890          Pavarde7890         5         10        6         4         1         4         
Vardas7891          Pavarde7891         2         10        7         1         2         4         
Vardas7892          Pavarde7892         2         7         2         1         2         2         
Vardas7893          Pavarde7893         7         5         5         4         9         0         
Vardas7894          Pavarde7894         0         6         10        0         7         10        
Vardas7895          Pavarde7895         5         4         4         10        2         8         
Vardas7896          Pavarde7896         0         5         1         1         7         4         
Vardas7897          Pavarde7897         1         0         1         2         5         3         
Vardas7898          Pavarde7898         2         9         10        1         10        8         
Vardas7899          Pavarde7899         7         1         3         3         2         4         
Vardas7900          Pavarde7900         7         6         3         9         2         4         
Vardas7901          Pavarde7901         5         6         5         8         4         1         
Vardas7902          Pavarde7902         7         8         8         9         5         6         
Vardas7903          Pavarde7903         8         2         2         2         0         9         
Vardas7904          Pavarde7904         9         10        3         8         1         0         
Vardas7905          Pavarde7905         1         2         2         7         10        2         
Vardas7906          Pavarde7906         9         6         3         10        3         5         
Vardas7907          Pavarde7907         10        7         10        0         4         7         
Vardas7908          Pavarde7908         4         9         3         2         7         5         
Vardas7909          Pavarde7909         7         3         3         2         0         9         
Vardas7910          Pavarde7910         3         5         10        0         8         3         
Vardas7911          Pavarde7911         3         5         6         4         0         1         
Vardas7912          Pavarde7912         7         2         8         6         4         3         
Vardas7913          Pavarde7913         0         3         4         2         8         8         
Vardas7914          Pavarde7914         3         0         3         10        10        6         
Vardas7915          Pavarde7915         4         6         4         10        6         10        
Vardas7916          Pavarde7916         7         10        10        10        2         6         
Vardas7917          Pavarde7917         2         2         2         10        4         1         
Vardas7918          Pavarde7918         8         3         9         4         9         7         
Vardas7919          Pavarde7919         5         3         7         9         5         1         
Vardas7920          Pavarde7920         2         7         5         2         10        6         
Vardas7921          Pavarde7921         7         8         7         3         2         2         
Vardas7922          Pavarde7922         2         10        4         2         0         6         
Vardas7923          Pavarde7923         8         2         9         4         6         2         
Vardas7924          Pavarde7924         7         1         7         1         8         1         
Vardas7925          Pavarde7925         10        6         0         9         3         3         
Vardas7926          Pavarde7926         1         4         0         6         7         3         
Vardas7927          Pavarde7927         7         1         8         6         10        8         
Vardas7928          Pavarde7928         7         2         4         0         6         4         
Vardas7929          Pavarde7929         6         8         4         3         10        8         
Vardas7930          Pavarde7930         4         6         6         7         6         5         
Vardas7931          Pavarde7931         10        6         0         7         2         3         
Vardas7932          Pavarde7932         9         6         2         10        6         10        
Vardas7933          Pavarde7933         6         8         2         5         10        2         
Vardas7934          Pavarde7934         6         3         2         6         4         6         
Vardas7935          Pavarde7935         7         10        3         9         10        5         
Vardas7936          Pavarde7936         10        9         9         9         6         0         
Vardas7937          Pavarde7937         6         6         6         3         0         5         
Vardas7938          Pavarde7938         10        1         8         1         6         3         
Vardas7939          Pavarde7939         1         10        0         2         6         6         
Vardas7940          Pavarde7940         3         0         8         2         9         3         
Vardas7941          Pavarde7941         10        5         3         1         2         0         
Vardas7942          Pavarde7942         9         8         2         6         2         0         
Vardas7943          Pavarde7943         8         5         0         0         4         6         
Vardas7944          Pavarde7944         5         8         10        9         6         9         
Vardas7945          Pavarde7945         6         7         10        8         9         4         
Vardas7946          Pavarde7946         3         0         2         4         8         6         
Vardas7947          Pavarde7947         9         8         9         8         2         1         
Vardas7948          Pavarde7948         2         2         3         9         1         5         
Vardas7949          Pavarde7949         5         8         4         7         4         3         
Vardas7950          Pavarde7950         8         4         1         2         2         5         
