Vardas              Pavarde             Galutinis (Vid.)    Galutinis (Med.)    
Vardas93865         Pavarde93865        4.44                5.00                
Vardas94132         Pavarde94132        4.44                4.20                
Vardas94884         Pavarde94884        4.44                5.00                
Vardas95538         Pavarde95538        4.44                5.00                
Vardas95641         Pavarde95641        4.44                5.00                
Vardas95954         Pavarde95954        4.44                4.20                
Vardas96027         Pavarde96027        4.44                5.00                
Vardas96608         Pavarde96608        4.44                5.40                
Vardas96718         Pavarde96718        4.44                5.00                
Vardas96994         Pavarde96994        4.44                4.60                
Vardas97011         Pavarde97011        4.44                4.60                
Vardas97300         Pavarde97300        4.44                4.20                
Vardas98332         Pavarde98332        4.44                4.60                
Vardas98398         Pavarde98398        4.44                5.00                
Vardas98583         Pavarde98583        4.44                5.00                
Vardas98780         Pavarde98780        4.44                4.60                
Vardas99682         Pavarde99682        4.44                4.60                
Vardas99869         Pavarde99869        4.44                4.60                
Vardas99918         Pavarde99918        4.44                5.00                
Vardas133           Pavarde133          4.44                4.60                
Vardas280           Pavarde280          4.44                4.20                
Vardas674           Pavarde674          4.44                4.60                
Vardas836           Pavarde836          4.44                4.60                
Vardas1034          Pavarde1034         4.44                3.80                
Vardas1244          Pavarde1244         4.44                3.40                
Vardas1434          Pavarde1434         4.44                4.20                
Vardas1678          Pavarde1678         4.44                4.20                
Vardas2126          Pavarde2126         4.44                4.60                
Vardas2691          Pavarde2691         4.44                4.60                
Vardas2702          Pavarde2702         4.44                3.40                
Vardas3026          Pavarde3026         4.44                3.80                
Vardas3245          Pavarde3245         4.44                4.20                
Vardas3638          Pavarde3638         4.44                4.20                
Vardas4302          Pavarde4302         4.44                4.60                
Vardas4337          Pavarde4337         4.44                5.00                
Vardas4825          Pavarde4825         4.44                4.60                
Vardas4974          Pavarde4974         4.44                4.20                
Vardas5394          Pavarde5394         4.44                4.20                
Vardas5691          Pavarde5691         4.44                4.60                
Vardas5812          Pavarde5812         4.44                4.60                
Vardas5878          Pavarde5878         4.44                4.60                
Vardas6209          Pavarde6209         4.44                4.60                
Vardas6468          Pavarde6468         4.44                3.40                
Vardas6667          Pavarde6667         4.44                3.80                
Vardas6682          Pavarde6682         4.44                3.80                
Vardas6822          Pavarde6822         4.44                3.80                
Vardas7100          Pavarde7100         4.44                3.40                
Vardas7246          Pavarde7246         4.44                4.20                
Vardas7573          Pavarde7573         4.44                4.20                
Vardas7644          Pavarde7644         4.44                5.00                
Vardas7827          Pavarde7827         4.44                4.20                
Vardas8089          Pavarde8089         4.44                4.60                
Vardas8531          Pavarde8531         4.44                5.00                
Vardas9228          Pavarde9228         4.44                4.20                
Vardas9471          Pavarde9471         4.44                4.60                
Vardas9636          Pavarde9636         4.44                4.20                
Vardas10057         Pavarde10057        4.44                4.20                
Vardas10191         Pavarde10191        4.44                4.20                
Vardas10306         Pavarde10306        4.44                4.60                
Vardas10422         Pavarde10422        4.44                3.80                
Vardas10454         Pavarde10454        4.44                4.60                
Vardas11019         Pavarde11019        4.44                4.60                
Vardas11195         Pavarde11195        4.44                5.00                
Vardas11225         Pavarde11225        4.44                4.60                
Vardas11610         Pavarde11610        4.44                4.20                
Vardas11789         Pavarde11789        4.44                4.20                
Vardas12408         Pavarde12408        4.44                3.80                
Vardas12937         Pavarde12937        4.44                4.20                
Vardas13069         Pavarde13069        4.44                3.40                
Vardas13315         Pavarde13315        4.44                4.60                
Vardas13362         Pavarde13362        4.44                4.20                
Vardas13492         Pavarde13492        4.44                3.80                
Vardas13661         Pavarde13661        4.44                4.20                
Vardas15147         Pavarde15147        4.44                4.60                
Vardas16671         Pavarde16671        4.44                5.00                
Vardas16742         Pavarde16742        4.44                4.20                
Vardas16830         Pavarde16830        4.44                4.20                
Vardas17162         Pavarde17162        4.44                4.60                
Vardas17256         Pavarde17256        4.44                4.60                
Vardas17380         Pavarde17380        4.44                4.60                
Vardas17398         Pavarde17398        4.44                4.20                
Vardas18072         Pavarde18072        4.44                4.60                
Vardas18199         Pavarde18199        4.44                4.20                
Vardas18326         Pavarde18326        4.44                4.20                
Vardas18551         Pavarde18551        4.44                4.20                
Vardas18694         Pavarde18694        4.44                4.60                
Vardas19107         Pavarde19107        4.44                3.80                
Vardas19393         Pavarde19393        4.44                4.20                
Vardas20014         Pavarde20014        4.44                3.80                
Vardas20023         Pavarde20023        4.44                4.20                
Vardas20151         Pavarde20151        4.44                4.20                
Vardas20190         Pavarde20190        4.44                4.20                
Vardas20198         Pavarde20198        4.44                4.20                
Vardas20327         Pavarde20327        4.44                4.60                
Vardas20346         Pavarde20346        4.44                4.60                
Vardas20528         Pavarde20528        4.44                4.20                
Vardas20552         Pavarde20552        4.44                4.20                
Vardas20764         Pavarde20764        4.44                5.00                
Vardas20806         Pavarde20806        4.44                4.20                
Vardas21014         Pavarde21014        4.44                5.00                
Vardas21417         Pavarde21417        4.44                4.60                
Vardas22042         Pavarde22042        4.44                3.80                
Vardas22481         Pavarde22481        4.44                3.80                
Vardas22840         Pavarde22840        4.44                4.20                
Vardas23048         Pavarde23048        4.44                4.20                
Vardas23050         Pavarde23050        4.44                4.60                
Vardas23319         Pavarde23319        4.44                4.20                
Vardas23328         Pavarde23328        4.44                4.60                
Vardas23487         Pavarde23487        4.44                4.60                
Vardas24045         Pavarde24045        4.44                4.20                
Vardas24053         Pavarde24053        4.44                4.60                
Vardas24813         Pavarde24813        4.44                4.60                
Vardas25171         Pavarde25171        4.44                4.20                
Vardas25349         Pavarde25349        4.44                4.60                
Vardas25497         Pavarde25497        4.44                4.20                
Vardas25843         Pavarde25843        4.44                4.20                
Vardas26042         Pavarde26042        4.44                3.80                
Vardas26549         Pavarde26549        4.44                4.20                
Vardas26665         Pavarde26665        4.44                3.80                
Vardas26950         Pavarde26950        4.44                3.80                
Vardas26959         Pavarde26959        4.44                4.60                
Vardas27434         Pavarde27434        4.44                4.60                
Vardas28476         Pavarde28476        4.44                3.80                
Vardas28724         Pavarde28724        4.44                4.20                
Vardas29531         Pavarde29531        4.44                4.60                
Vardas29928         Pavarde29928        4.44                4.20                
Vardas30124         Pavarde30124        4.44                4.60                
Vardas30940         Pavarde30940        4.44                4.20                
Vardas31048         Pavarde31048        4.44                4.20                
Vardas31527         Pavarde31527        4.44                4.20                
Vardas32113         Pavarde32113        4.44                3.80                
Vardas32421         Pavarde32421        4.44                4.20                
Vardas32494         Pavarde32494        4.44                4.60                
Vardas32943         Pavarde32943        4.44                3.80                
Vardas33058         Pavarde33058        4.44                3.40                
Vardas33087         Pavarde33087        4.44                4.20                
Vardas33178         Pavarde33178        4.44                4.60                
Vardas33195         Pavarde33195        4.44                3.40                
Vardas33292         Pavarde33292        4.44                4.20                
Vardas33460         Pavarde33460        4.44                4.20                
Vardas33579         Pavarde33579        4.44                4.20                
Vardas33717         Pavarde33717        4.44                4.60                
Vardas34724         Pavarde34724        4.44                5.00                
Vardas34756         Pavarde34756        4.44                4.20                
Vardas34947         Pavarde34947        4.44                4.60                
Vardas34995         Pavarde34995        4.44                4.60                
Vardas35154         Pavarde35154        4.44                4.60                
Vardas35169         Pavarde35169        4.44                3.80                
Vardas35445         Pavarde35445        4.44                4.60                
Vardas35448         Pavarde35448        4.44                3.80                
Vardas35524         Pavarde35524        4.44                4.20                
Vardas36013         Pavarde36013        4.44                4.60                
Vardas36037         Pavarde36037        4.44                3.80                
Vardas36363         Pavarde36363        4.44                4.60                
Vardas36418         Pavarde36418        4.44                3.80                
Vardas36810         Pavarde36810        4.44                4.20                
Vardas36879         Pavarde36879        4.44                4.20                
Vardas37265         Pavarde37265        4.44                4.60                
Vardas37589         Pavarde37589        4.44                3.80                
Vardas38105         Pavarde38105        4.44                4.20                
Vardas38340         Pavarde38340        4.44                4.20                
Vardas38908         Pavarde38908        4.44                4.60                
Vardas39328         Pavarde39328        4.44                4.60                
Vardas39680         Pavarde39680        4.44                3.80                
Vardas39812         Pavarde39812        4.44                5.00                
Vardas39946         Pavarde39946        4.44                3.80                
Vardas40489         Pavarde40489        4.44                3.00                
Vardas40890         Pavarde40890        4.44                3.80                
Vardas41465         Pavarde41465        4.44                4.20                
Vardas41599         Pavarde41599        4.44                3.40                
Vardas41905         Pavarde41905        4.44                4.20                
Vardas42963         Pavarde42963        4.44                3.80                
Vardas43090         Pavarde43090        4.44                4.20                
Vardas43465         Pavarde43465        4.44                4.20                
Vardas43821         Pavarde43821        4.44                5.00                
Vardas44003         Pavarde44003        4.44                4.20                
Vardas44018         Pavarde44018        4.44                3.80                
Vardas44266         Pavarde44266        4.44                3.80                
Vardas44468         Pavarde44468        4.44                4.60                
Vardas45039         Pavarde45039        4.44                4.60                
Vardas45407         Pavarde45407        4.44                4.60                
Vardas45537         Pavarde45537        4.44                4.20                
Vardas45999         Pavarde45999        4.44                4.60                
Vardas46243         Pavarde46243        4.44                3.80                
Vardas46419         Pavarde46419        4.44                4.60                
Vardas46658         Pavarde46658        4.44                4.20                
Vardas46678         Pavarde46678        4.44                3.40                
Vardas46950         Pavarde46950        4.44                4.20                
Vardas48013         Pavarde48013        4.44                4.60                
Vardas48622         Pavarde48622        4.44                4.20                
Vardas49503         Pavarde49503        4.44                4.20                
Vardas49626         Pavarde49626        4.44                4.60                
Vardas50172         Pavarde50172        4.44                3.80                
Vardas51249         Pavarde51249        4.44                4.20                
Vardas51471         Pavarde51471        4.44                4.60                
Vardas51817         Pavarde51817        4.44                4.20                
Vardas51892         Pavarde51892        4.44                3.80                
Vardas52007         Pavarde52007        4.44                5.00                
Vardas52046         Pavarde52046        4.44                4.60                
Vardas52276         Pavarde52276        4.44                4.20                
Vardas52286         Pavarde52286        4.44                4.60                
Vardas52716         Pavarde52716        4.44                3.80                
Vardas53105         Pavarde53105        4.44                4.60                
Vardas53454         Pavarde53454        4.44                3.80                
Vardas53596         Pavarde53596        4.44                4.60                
Vardas53663         Pavarde53663        4.44                3.40                
Vardas53724         Pavarde53724        4.44                4.60                
Vardas53782         Pavarde53782        4.44                4.20                
Vardas53960         Pavarde53960        4.44                4.60                
Vardas54151         Pavarde54151        4.44                4.20                
Vardas54473         Pavarde54473        4.44                3.80                
Vardas54676         Pavarde54676        4.44                4.60                
Vardas54918         Pavarde54918        4.44                4.20                
Vardas55111         Pavarde55111        4.44                3.80                
Vardas55332         Pavarde55332        4.44                3.80                
Vardas55342         Pavarde55342        4.44                3.80                
Vardas55450         Pavarde55450        4.44                3.80                
Vardas55781         Pavarde55781        4.44                4.20                
Vardas55828         Pavarde55828        4.44                4.20                
Vardas55917         Pavarde55917        4.44                4.60                
Vardas56093         Pavarde56093        4.44                4.20                
Vardas56816         Pavarde56816        4.44                4.20                
Vardas57170         Pavarde57170        4.44                4.20                
Vardas57464         Pavarde57464        4.44                4.60                
Vardas57832         Pavarde57832        4.44                4.60                
Vardas57924         Pavarde57924        4.44                4.60                
Vardas58032         Pavarde58032        4.44                3.80                
Vardas58730         Pavarde58730        4.44                4.20                
Vardas58959         Pavarde58959        4.44                4.20                
Vardas59916         Pavarde59916        4.44                5.00                
Vardas61068         Pavarde61068        4.44                4.60                
Vardas61110         Pavarde61110        4.44                4.20                
Vardas62734         Pavarde62734        4.44                4.20                
Vardas62812         Pavarde62812        4.44                4.60                
Vardas62853         Pavarde62853        4.44                3.80                
Vardas63385         Pavarde63385        4.44                3.40                
Vardas63565         Pavarde63565        4.44                4.20                
Vardas64020         Pavarde64020        4.44                4.20                
Vardas64084         Pavarde64084        4.44                4.20                
Vardas64162         Pavarde64162        4.44                3.40                
Vardas64285         Pavarde64285        4.44                4.60                
Vardas64317         Pavarde64317        4.44                4.60                
Vardas64475         Pavarde64475        4.44                4.20                
Vardas65164         Pavarde65164        4.44                4.20                
Vardas65371         Pavarde65371        4.44                3.40                
Vardas65545         Pavarde65545        4.44                4.60                
Vardas65658         Pavarde65658        4.44                3.80                
Vardas65908         Pavarde65908        4.44                4.20                
Vardas65988         Pavarde65988        4.44                4.60                
Vardas66565         Pavarde66565        4.44                4.60                
Vardas66569         Pavarde66569        4.44                4.60                
Vardas66689         Pavarde66689        4.44                4.60                
Vardas66880         Pavarde66880        4.44                4.20                
Vardas67377         Pavarde67377        4.44                5.00                
Vardas67419         Pavarde67419        4.44                4.60                
Vardas67486         Pavarde67486        4.44                3.40                
Vardas67607         Pavarde67607        4.44                4.20                
Vardas67816         Pavarde67816        4.44                3.80                
Vardas67870         Pavarde67870        4.44                3.80                
Vardas67915         Pavarde67915        4.44                4.60                
Vardas68128         Pavarde68128        4.44                4.20                
Vardas68673         Pavarde68673        4.44                3.00                
Vardas69096         Pavarde69096        4.44                4.20                
Vardas69603         Pavarde69603        4.44                3.80                
Vardas69901         Pavarde69901        4.44                3.80                
Vardas70127         Pavarde70127        4.44                3.80                
Vardas70358         Pavarde70358        4.44                4.60                
Vardas70656         Pavarde70656        4.44                3.40                
Vardas70812         Pavarde70812        4.44                4.60                
Vardas71138         Pavarde71138        4.44                4.20                
Vardas71175         Pavarde71175        4.44                4.20                
Vardas71245         Pavarde71245        4.44                4.60                
Vardas71345         Pavarde71345        4.44                4.20                
Vardas71789         Pavarde71789        4.44                4.20                
Vardas71897         Pavarde71897        4.44                4.20                
Vardas72753         Pavarde72753        4.44                4.60                
Vardas72754         Pavarde72754        4.44                4.60                
Vardas72998         Pavarde72998        4.44                4.60                
Vardas73114         Pavarde73114        4.44                3.80                
Vardas73373         Pavarde73373        4.44                4.60                
Vardas75067         Pavarde75067        4.44                4.60                
Vardas75146         Pavarde75146        4.44                4.20                
Vardas75779         Pavarde75779        4.44                5.00                
Vardas76079         Pavarde76079        4.44                4.20                
Vardas76760         Pavarde76760        4.44                4.60                
Vardas76952         Pavarde76952        4.44                4.60                
Vardas77337         Pavarde77337        4.44                4.60                
Vardas77401         Pavarde77401        4.44                3.40                
Vardas78029         Pavarde78029        4.44                5.00                
Vardas78532         Pavarde78532        4.44                4.20                
Vardas78667         Pavarde78667        4.44                4.20                
Vardas78832         Pavarde78832        4.44                4.60                
Vardas78898         Pavarde78898        4.44                4.20                
Vardas79075         Pavarde79075        4.44                3.80                
Vardas79369         Pavarde79369        4.44                3.80                
Vardas79371         Pavarde79371        4.44                5.00                
Vardas79394         Pavarde79394        4.44                4.20                
Vardas79881         Pavarde79881        4.44                3.80                
Vardas80398         Pavarde80398        4.44                4.60                
Vardas80745         Pavarde80745        4.44                4.60                
Vardas80998         Pavarde80998        4.44                3.40                
Vardas81165         Pavarde81165        4.44                4.60                
Vardas81465         Pavarde81465        4.44                4.60                
Vardas81556         Pavarde81556        4.44                4.20                
Vardas82000         Pavarde82000        4.44                5.00                
Vardas82076         Pavarde82076        4.44                4.20                
Vardas82724         Pavarde82724        4.44                4.60                
Vardas82892         Pavarde82892        4.44                3.40                
Vardas83059         Pavarde83059        4.44                4.20                
Vardas83304         Pavarde83304        4.44                4.20                
Vardas83363         Pavarde83363        4.44                4.20                
Vardas83427         Pavarde83427        4.44                3.80                
Vardas83588         Pavarde83588        4.44                3.80                
Vardas84121         Pavarde84121        4.44                4.20                
Vardas84130         Pavarde84130        4.44                4.60                
Vardas85570         Pavarde85570        4.44                4.60                
Vardas85791         Pavarde85791        4.44                4.60                
Vardas86348         Pavarde86348        4.44                5.00                
Vardas86376         Pavarde86376        4.44                4.20                
Vardas86410         Pavarde86410        4.44                4.20                
Vardas86780         Pavarde86780        4.44                4.20                
Vardas87179         Pavarde87179        4.44                4.20                
Vardas87672         Pavarde87672        4.44                3.80                
Vardas87785         Pavarde87785        4.44                4.60                
Vardas88017         Pavarde88017        4.44                4.60                
Vardas88043         Pavarde88043        4.44                3.80                
Vardas88075         Pavarde88075        4.44                4.60                
Vardas88865         Pavarde88865        4.44                4.60                
Vardas89115         Pavarde89115        4.44                3.80                
Vardas89195         Pavarde89195        4.44                3.80                
Vardas89511         Pavarde89511        4.44                3.80                
Vardas89624         Pavarde89624        4.44                5.00                
Vardas89981         Pavarde89981        4.44                4.60                
Vardas90084         Pavarde90084        4.44                3.80                
Vardas90089         Pavarde90089        4.44                4.60                
Vardas90498         Pavarde90498        4.44                4.60                
Vardas90559         Pavarde90559        4.44                3.80                
Vardas90560         Pavarde90560        4.44                4.20                
Vardas91107         Pavarde91107        4.44                4.60                
Vardas91216         Pavarde91216        4.44                4.20                
Vardas91380         Pavarde91380        4.44                4.60                
Vardas91973         Pavarde91973        4.44                3.80                
Vardas92010         Pavarde92010        4.44                3.80                
Vardas92319         Pavarde92319        4.44                5.00                
Vardas92569         Pavarde92569        4.44                3.40                
Vardas92708         Pavarde92708        4.44                3.80                
Vardas92867         Pavarde92867        4.44                3.40                
Vardas93488         Pavarde93488        4.44                3.40                
Vardas93595         Pavarde93595        4.44                4.60                
Vardas94394         Pavarde94394        4.44                4.60                
Vardas94913         Pavarde94913        4.44                3.40                
Vardas95218         Pavarde95218        4.44                4.20                
Vardas95220         Pavarde95220        4.44                4.20                
Vardas95231         Pavarde95231        4.44                4.20                
Vardas95519         Pavarde95519        4.44                4.60                
Vardas96700         Pavarde96700        4.44                4.20                
Vardas96877         Pavarde96877        4.44                4.60                
Vardas97674         Pavarde97674        4.44                4.20                
Vardas99116         Pavarde99116        4.44                4.60                
Vardas99162         Pavarde99162        4.44                4.20                
Vardas99394         Pavarde99394        4.44                4.20                
Vardas99481         Pavarde99481        4.44                4.60                
Vardas99549         Pavarde99549        4.44                3.80                
Vardas99690         Pavarde99690        4.44                4.20                
Vardas99898         Pavarde99898        4.44                4.20                
Vardas99904         Pavarde99904        4.44                4.20                
Vardas961           Pavarde961          4.48                4.00                
Vardas1245          Pavarde1245         4.48                4.40                
Vardas2046          Pavarde2046         4.48                4.00                
Vardas2588          Pavarde2588         4.48                5.20                
Vardas2610          Pavarde2610         4.48                4.40                
Vardas4055          Pavarde4055         4.48                4.40                
Vardas6910          Pavarde6910         4.48                4.00                
Vardas6923          Pavarde6923         4.48                5.20                
Vardas7002          Pavarde7002         4.48                4.00                
Vardas7197          Pavarde7197         4.48                4.40                
Vardas9080          Pavarde9080         4.48                4.40                
Vardas9390          Pavarde9390         4.48                4.00                
Vardas9759          Pavarde9759         4.48                4.00                
Vardas9987          Pavarde9987         4.48                4.80                
Vardas10277         Pavarde10277        4.48                5.20                
Vardas10616         Pavarde10616        4.48                4.40                
Vardas11223         Pavarde11223        4.48                4.80                
Vardas12607         Pavarde12607        4.48                4.80                
Vardas14180         Pavarde14180        4.48                4.80                
Vardas16416         Pavarde16416        4.48                4.00                
Vardas16598         Pavarde16598        4.48                4.80                
Vardas17458         Pavarde17458        4.48                4.00                
Vardas18506         Pavarde18506        4.48                4.40                
Vardas18638         Pavarde18638        4.48                4.40                
Vardas19806         Pavarde19806        4.48                3.60                
Vardas20201         Pavarde20201        4.48                4.40                
Vardas20643         Pavarde20643        4.48                4.40                
Vardas21366         Pavarde21366        4.48                4.80                
Vardas22643         Pavarde22643        4.48                3.60                
Vardas22710         Pavarde22710        4.48                4.40                
Vardas23025         Pavarde23025        4.48                4.40                
Vardas24939         Pavarde24939        4.48                4.00                
Vardas25563         Pavarde25563        4.48                3.60                
Vardas25823         Pavarde25823        4.48                4.40                
Vardas26027         Pavarde26027        4.48                4.00                
Vardas26750         Pavarde26750        4.48                4.40                
Vardas28575         Pavarde28575        4.48                4.80                
Vardas28787         Pavarde28787        4.48                4.80                
Vardas30122         Pavarde30122        4.48                4.80                
Vardas30923         Pavarde30923        4.48                4.80                
Vardas31196         Pavarde31196        4.48                4.00                
Vardas31603         Pavarde31603        4.48                4.80                
Vardas32476         Pavarde32476        4.48                4.00                
Vardas34661         Pavarde34661        4.48                4.80                
Vardas35106         Pavarde35106        4.48                4.80                
Vardas35728         Pavarde35728        4.48                4.40                
Vardas36431         Pavarde36431        4.48                4.00                
Vardas37612         Pavarde37612        4.48                4.40                
Vardas38598         Pavarde38598        4.48                4.80                
Vardas39892         Pavarde39892        4.48                5.20                
Vardas40390         Pavarde40390        4.48                4.80                
Vardas40864         Pavarde40864        4.48                4.80                
Vardas41741         Pavarde41741        4.48                4.40                
Vardas41792         Pavarde41792        4.48                4.40                
Vardas42936         Pavarde42936        4.48                4.80                
Vardas43345         Pavarde43345        4.48                3.60                
Vardas43945         Pavarde43945        4.48                4.40                
Vardas45750         Pavarde45750        4.48                4.80                
Vardas45754         Pavarde45754        4.48                4.80                
Vardas47545         Pavarde47545        4.48                4.80                
Vardas48559         Pavarde48559        4.48                4.00                
Vardas49658         Pavarde49658        4.48                4.80                
Vardas49738         Pavarde49738        4.48                4.00                
Vardas50099         Pavarde50099        4.48                4.80                
Vardas52831         Pavarde52831        4.48                4.00                
Vardas53005         Pavarde53005        4.48                4.00                
Vardas53134         Pavarde53134        4.48                4.00                
Vardas54422         Pavarde54422        4.48                4.40                
Vardas56638         Pavarde56638        4.48                4.00                
Vardas56896         Pavarde56896        4.48                4.00                
Vardas57258         Pavarde57258        4.48                4.00                
Vardas57590         Pavarde57590        4.48                4.40                
Vardas58637         Pavarde58637        4.48                4.80                
Vardas59997         Pavarde59997        4.48                4.00                
Vardas60452         Pavarde60452        4.48                4.80                
Vardas60807         Pavarde60807        4.48                5.20                
Vardas62617         Pavarde62617        4.48                4.40                
Vardas62675         Pavarde62675        4.48                4.40                
Vardas63307         Pavarde63307        4.48                4.00                
Vardas63604         Pavarde63604        4.48                4.40                
Vardas63679         Pavarde63679        4.48                4.00                
Vardas63902         Pavarde63902        4.48                4.40                
Vardas65510         Pavarde65510        4.48                4.80                
Vardas66546         Pavarde66546        4.48                4.40                
Vardas66610         Pavarde66610        4.48                4.80                
Vardas68477         Pavarde68477        4.48                4.40                
Vardas71663         Pavarde71663        4.48                4.00                
Vardas71808         Pavarde71808        4.48                4.00                
Vardas72489         Pavarde72489        4.48                4.80                
Vardas72919         Pavarde72919        4.48                4.80                
Vardas75460         Pavarde75460        4.48                4.00                
Vardas78951         Pavarde78951        4.48                4.40                
Vardas79979         Pavarde79979        4.48                4.40                
Vardas80524         Pavarde80524        4.48                4.80                
Vardas80984         Pavarde80984        4.48                5.20                
Vardas82879         Pavarde82879        4.48                3.60                
Vardas83289         Pavarde83289        4.48                4.40                
Vardas83407         Pavarde83407        4.48                4.00                
Vardas83914         Pavarde83914        4.48                4.80                
Vardas84062         Pavarde84062        4.48                5.20                
Vardas85785         Pavarde85785        4.48                4.00                
Vardas85944         Pavarde85944        4.48                3.60                
Vardas88643         Pavarde88643        4.48                4.80                
Vardas88712         Pavarde88712        4.48                4.40                
Vardas90276         Pavarde90276        4.48                4.80                
Vardas90368         Pavarde90368        4.48                4.00                
Vardas90846         Pavarde90846        4.48                4.40                
Vardas91098         Pavarde91098        4.48                4.00                
Vardas92282         Pavarde92282        4.48                4.80                
Vardas93172         Pavarde93172        4.48                4.00                
Vardas94617         Pavarde94617        4.48                4.40                
Vardas95335         Pavarde95335        4.48                4.00                
Vardas95378         Pavarde95378        4.48                4.40                
Vardas95926         Pavarde95926        4.48                4.80                
Vardas99037         Pavarde99037        4.48                4.80                
Vardas99452         Pavarde99452        4.48                4.80                
Vardas272           Pavarde272          4.48                4.00                
Vardas796           Pavarde796          4.48                4.80                
Vardas1019          Pavarde1019         4.48                5.20                
Vardas1063          Pavarde1063         4.48                4.00                
Vardas1160          Pavarde1160         4.48                4.40                
Vardas1357          Pavarde1357         4.48                4.80                
Vardas1723          Pavarde1723         4.48                5.20                
Vardas1861          Pavarde1861         4.48                4.40                
Vardas1945          Pavarde1945         4.48                4.40                
Vardas2082          Pavarde2082         4.48                4.40                
Vardas2083          Pavarde2083         4.48                4.80                
Vardas2723          Pavarde2723         4.48                4.00                
Vardas2854          Pavarde2854         4.48                4.40                
Vardas3091          Pavarde3091         4.48                4.80                
Vardas3126          Pavarde3126         4.48                4.40                
Vardas3459          Pavarde3459         4.48                5.20                
Vardas3641          Pavarde3641         4.48                4.40                
Vardas4195          Pavarde4195         4.48                4.40                
Vardas4370          Pavarde4370         4.48                4.80                
Vardas4478          Pavarde4478         4.48                3.60                
Vardas4720          Pavarde4720         4.48                4.80                
Vardas4868          Pavarde4868         4.48                4.40                
Vardas5262          Pavarde5262         4.48                4.80                
Vardas5309          Pavarde5309         4.48                4.80                
Vardas5313          Pavarde5313         4.48                4.40                
Vardas5522          Pavarde5522         4.48                4.40                
Vardas5741          Pavarde5741         4.48                4.40                
Vardas5908          Pavarde5908         4.48                4.80                
Vardas6095          Pavarde6095         4.48                5.20                
Vardas6243          Pavarde6243         4.48                5.60                
Vardas6413          Pavarde6413         4.48                3.60                
Vardas6488          Pavarde6488         4.48                4.40                
Vardas6611          Pavarde6611         4.48                4.80                
Vardas6678          Pavarde6678         4.48                4.40                
Vardas6698          Pavarde6698         4.48                4.00                
Vardas6844          Pavarde6844         4.48                4.40                
Vardas6885          Pavarde6885         4.48                5.20                
Vardas7212          Pavarde7212         4.48                3.60                
Vardas7257          Pavarde7257         4.48                4.40                
Vardas7477          Pavarde7477         4.48                4.00                
Vardas7633          Pavarde7633         4.48                5.60                
Vardas7642          Pavarde7642         4.48                4.80                
Vardas7715          Pavarde7715         4.48                4.00                
Vardas7749          Pavarde7749         4.48                4.40                
Vardas7858          Pavarde7858         4.48                4.80                
Vardas7893          Pavarde7893         4.48                4.40                
Vardas8091          Pavarde8091         4.48                4.00                
Vardas8279          Pavarde8279         4.48                4.00                
Vardas8451          Pavarde8451         4.48                4.80                
Vardas8535          Pavarde8535         4.48                4.00                
Vardas8701          Pavarde8701         4.48                4.40                
Vardas8742          Pavarde8742         4.48                5.20                
Vardas8795          Pavarde8795         4.48                4.40                
Vardas8901          Pavarde8901         4.48                4.80                
Vardas9064          Pavarde9064         4.48                5.20                
Vardas9100          Pavarde9100         4.48                5.20                
Vardas9282          Pavarde9282         4.48                4.40                
Vardas9368          Pavarde9368         4.48                4.00                
Vardas9666          Pavarde9666         4.48                4.80                
Vardas9862          Pavarde9862         4.48                4.40                
Vardas9900          Pavarde9900         4.48                4.00                
Vardas10169         Pavarde10169        4.48                4.40                
Vardas10311         Pavarde10311        4.48                4.00                
Vardas10447         Pavarde10447        4.48                4.40                
Vardas10681         Pavarde10681        4.48                4.40                
Vardas10832         Pavarde10832        4.48                4.00                
Vardas11010         Pavarde11010        4.48                4.80                
Vardas11283         Pavarde11283        4.48                4.00                
Vardas11481         Pavarde11481        4.48                4.80                
Vardas11570         Pavarde11570        4.48                5.20                
Vardas11614         Pavarde11614        4.48                4.00                
Vardas11665         Pavarde11665        4.48                4.40                
Vardas11679         Pavarde11679        4.48                4.40                
Vardas11810         Pavarde11810        4.48                4.00                
