Vardas              Pavarde             Galutinis (Vid.)    Galutinis (Med.)    
Vardas91454         Pavarde91454        7.80                7.80                
Vardas91606         Pavarde91606        7.80                8.20                
Vardas91774         Pavarde91774        7.80                8.60                
Vardas92389         Pavarde92389        7.80                7.80                
Vardas92940         Pavarde92940        7.80                7.80                
Vardas93040         Pavarde93040        7.80                7.80                
Vardas93295         Pavarde93295        7.80                8.20                
Vardas93979         Pavarde93979        7.80                7.80                
Vardas94089         Pavarde94089        7.80                7.80                
Vardas94640         Pavarde94640        7.80                7.80                
Vardas95048         Pavarde95048        7.80                8.20                
Vardas95341         Pavarde95341        7.80                9.00                
Vardas95830         Pavarde95830        7.80                7.40                
Vardas96705         Pavarde96705        7.80                7.80                
Vardas96791         Pavarde96791        7.80                7.80                
Vardas97558         Pavarde97558        7.80                8.20                
Vardas97847         Pavarde97847        7.80                7.80                
Vardas97882         Pavarde97882        7.80                8.20                
Vardas98014         Pavarde98014        7.80                7.40                
Vardas98054         Pavarde98054        7.80                7.40                
Vardas98486         Pavarde98486        7.80                8.20                
Vardas98676         Pavarde98676        7.80                7.40                
Vardas98937         Pavarde98937        7.80                7.40                
Vardas99011         Pavarde99011        7.80                8.20                
Vardas99597         Pavarde99597        7.80                7.40                
Vardas99926         Pavarde99926        7.80                8.20                
Vardas43012         Pavarde43012        7.80                7.80                
Vardas52233         Pavarde52233        7.80                8.20                
Vardas83461         Pavarde83461        7.80                8.20                
Vardas100           Pavarde100          7.84                8.00                
Vardas183           Pavarde183          7.84                8.00                
Vardas227           Pavarde227          7.84                7.60                
Vardas250           Pavarde250          7.84                8.00                
Vardas305           Pavarde305          7.84                7.60                
Vardas699           Pavarde699          7.84                7.60                
Vardas924           Pavarde924          7.84                8.00                
Vardas1068          Pavarde1068         7.84                8.00                
Vardas1247          Pavarde1247         7.84                7.60                
Vardas2054          Pavarde2054         7.84                7.60                
Vardas2095          Pavarde2095         7.84                8.40                
Vardas2135          Pavarde2135         7.84                7.20                
Vardas2293          Pavarde2293         7.84                7.20                
Vardas2325          Pavarde2325         7.84                7.60                
Vardas2725          Pavarde2725         7.84                8.00                
Vardas2753          Pavarde2753         7.84                7.60                
Vardas3074          Pavarde3074         7.84                7.60                
Vardas3181          Pavarde3181         7.84                7.20                
Vardas3213          Pavarde3213         7.84                8.00                
Vardas3432          Pavarde3432         7.84                8.00                
Vardas3527          Pavarde3527         7.84                8.80                
Vardas3639          Pavarde3639         7.84                7.60                
Vardas3849          Pavarde3849         7.84                7.20                
Vardas4094          Pavarde4094         7.84                7.20                
Vardas4186          Pavarde4186         7.84                7.60                
Vardas4230          Pavarde4230         7.84                7.60                
Vardas4236          Pavarde4236         7.84                7.60                
Vardas4275          Pavarde4275         7.84                7.60                
Vardas4300          Pavarde4300         7.84                8.40                
Vardas4426          Pavarde4426         7.84                8.40                
Vardas4722          Pavarde4722         7.84                7.60                
Vardas4943          Pavarde4943         7.84                7.60                
Vardas5225          Pavarde5225         7.84                8.00                
Vardas5455          Pavarde5455         7.84                7.60                
Vardas5523          Pavarde5523         7.84                8.00                
Vardas5787          Pavarde5787         7.84                8.00                
Vardas5844          Pavarde5844         7.84                7.60                
Vardas6091          Pavarde6091         7.84                8.40                
Vardas6139          Pavarde6139         7.84                8.40                
Vardas6379          Pavarde6379         7.84                8.40                
Vardas6385          Pavarde6385         7.84                6.80                
Vardas6420          Pavarde6420         7.84                7.20                
Vardas6680          Pavarde6680         7.84                8.40                
Vardas6874          Pavarde6874         7.84                8.00                
Vardas6889          Pavarde6889         7.84                8.00                
Vardas6990          Pavarde6990         7.84                7.60                
Vardas7012          Pavarde7012         7.84                8.40                
Vardas7079          Pavarde7079         7.84                8.40                
Vardas7374          Pavarde7374         7.84                7.60                
Vardas7461          Pavarde7461         7.84                8.00                
Vardas7591          Pavarde7591         7.84                8.00                
Vardas8010          Pavarde8010         7.84                8.00                
Vardas8242          Pavarde8242         7.84                7.60                
Vardas8868          Pavarde8868         7.84                6.80                
Vardas8904          Pavarde8904         7.84                8.00                
Vardas8959          Pavarde8959         7.84                7.60                
Vardas9095          Pavarde9095         7.84                8.00                
Vardas9168          Pavarde9168         7.84                8.00                
Vardas9173          Pavarde9173         7.84                8.00                
Vardas9475          Pavarde9475         7.84                8.00                
Vardas9483          Pavarde9483         7.84                8.00                
Vardas9519          Pavarde9519         7.84                8.00                
Vardas9845          Pavarde9845         7.84                7.20                
Vardas10159         Pavarde10159        7.84                8.40                
Vardas10282         Pavarde10282        7.84                7.60                
Vardas10795         Pavarde10795        7.84                7.60                
Vardas10954         Pavarde10954        7.84                7.20                
Vardas11488         Pavarde11488        7.84                8.00                
Vardas11885         Pavarde11885        7.84                7.60                
Vardas12046         Pavarde12046        7.84                8.00                
Vardas12071         Pavarde12071        7.84                7.60                
Vardas12268         Pavarde12268        7.84                7.20                
Vardas12505         Pavarde12505        7.84                7.60                
Vardas12571         Pavarde12571        7.84                7.60                
Vardas13077         Pavarde13077        7.84                8.00                
Vardas13208         Pavarde13208        7.84                7.60                
Vardas13275         Pavarde13275        7.84                8.00                
Vardas13510         Pavarde13510        7.84                7.60                
Vardas13802         Pavarde13802        7.84                7.20                
Vardas13870         Pavarde13870        7.84                7.60                
Vardas14007         Pavarde14007        7.84                8.00                
Vardas14062         Pavarde14062        7.84                8.00                
Vardas14065         Pavarde14065        7.84                8.00                
Vardas14107         Pavarde14107        7.84                8.40                
Vardas14144         Pavarde14144        7.84                8.00                
Vardas14395         Pavarde14395        7.84                8.40                
Vardas14477         Pavarde14477        7.84                6.80                
Vardas14612         Pavarde14612        7.84                8.00                
Vardas14726         Pavarde14726        7.84                8.00                
Vardas14864         Pavarde14864        7.84                7.20                
Vardas14908         Pavarde14908        7.84                7.60                
Vardas14928         Pavarde14928        7.84                8.40                
Vardas15036         Pavarde15036        7.84                8.00                
Vardas15281         Pavarde15281        7.84                8.40                
Vardas15337         Pavarde15337        7.84                8.00                
Vardas15547         Pavarde15547        7.84                7.60                
Vardas15921         Pavarde15921        7.84                8.40                
Vardas15962         Pavarde15962        7.84                7.60                
Vardas16341         Pavarde16341        7.84                7.20                
Vardas16798         Pavarde16798        7.84                7.60                
Vardas16964         Pavarde16964        7.84                7.20                
Vardas16992         Pavarde16992        7.84                8.00                
Vardas17093         Pavarde17093        7.84                8.40                
Vardas17179         Pavarde17179        7.84                7.20                
Vardas17389         Pavarde17389        7.84                8.00                
Vardas17445         Pavarde17445        7.84                7.20                
Vardas17550         Pavarde17550        7.84                7.60                
Vardas17656         Pavarde17656        7.84                8.00                
Vardas17772         Pavarde17772        7.84                8.00                
Vardas18418         Pavarde18418        7.84                7.60                
Vardas18513         Pavarde18513        7.84                7.60                
Vardas18531         Pavarde18531        7.84                7.20                
Vardas18669         Pavarde18669        7.84                7.20                
Vardas18887         Pavarde18887        7.84                8.00                
Vardas18895         Pavarde18895        7.84                8.00                
Vardas18963         Pavarde18963        7.84                8.00                
Vardas18968         Pavarde18968        7.84                7.60                
Vardas18987         Pavarde18987        7.84                6.40                
Vardas18994         Pavarde18994        7.84                7.60                
Vardas19350         Pavarde19350        7.84                8.00                
Vardas20209         Pavarde20209        7.84                8.40                
Vardas20301         Pavarde20301        7.84                7.60                
Vardas20306         Pavarde20306        7.84                8.00                
Vardas20445         Pavarde20445        7.84                6.80                
Vardas20502         Pavarde20502        7.84                7.60                
Vardas20633         Pavarde20633        7.84                8.80                
Vardas20712         Pavarde20712        7.84                8.00                
Vardas20829         Pavarde20829        7.84                7.60                
Vardas21019         Pavarde21019        7.84                8.00                
Vardas21072         Pavarde21072        7.84                7.60                
Vardas21181         Pavarde21181        7.84                7.60                
Vardas21190         Pavarde21190        7.84                7.60                
Vardas21206         Pavarde21206        7.84                8.00                
Vardas21398         Pavarde21398        7.84                8.00                
Vardas21432         Pavarde21432        7.84                8.00                
Vardas21531         Pavarde21531        7.84                7.20                
Vardas21605         Pavarde21605        7.84                7.20                
Vardas21726         Pavarde21726        7.84                7.60                
Vardas21797         Pavarde21797        7.84                8.40                
Vardas21830         Pavarde21830        7.84                8.40                
Vardas21868         Pavarde21868        7.84                7.60                
Vardas22013         Pavarde22013        7.84                8.80                
Vardas22015         Pavarde22015        7.84                8.00                
Vardas22140         Pavarde22140        7.84                8.00                
Vardas22144         Pavarde22144        7.84                8.40                
Vardas22235         Pavarde22235        7.84                8.80                
Vardas22387         Pavarde22387        7.84                7.60                
Vardas22532         Pavarde22532        7.84                7.20                
Vardas22654         Pavarde22654        7.84                7.60                
Vardas22713         Pavarde22713        7.84                6.80                
Vardas22857         Pavarde22857        7.84                8.00                
Vardas23085         Pavarde23085        7.84                8.00                
Vardas23133         Pavarde23133        7.84                7.60                
Vardas23456         Pavarde23456        7.84                8.00                
Vardas23911         Pavarde23911        7.84                8.00                
Vardas24157         Pavarde24157        7.84                7.20                
Vardas24200         Pavarde24200        7.84                8.00                
Vardas24239         Pavarde24239        7.84                7.60                
Vardas24422         Pavarde24422        7.84                7.60                
Vardas24434         Pavarde24434        7.84                8.00                
Vardas24573         Pavarde24573        7.84                7.60                
Vardas24855         Pavarde24855        7.84                8.40                
Vardas24918         Pavarde24918        7.84                7.60                
Vardas25037         Pavarde25037        7.84                6.80                
Vardas25148         Pavarde25148        7.84                8.40                
Vardas25230         Pavarde25230        7.84                8.00                
Vardas25500         Pavarde25500        7.84                7.60                
Vardas25661         Pavarde25661        7.84                8.40                
Vardas25675         Pavarde25675        7.84                8.00                
Vardas25887         Pavarde25887        7.84                7.60                
Vardas26109         Pavarde26109        7.84                8.00                
Vardas26127         Pavarde26127        7.84                8.00                
Vardas26181         Pavarde26181        7.84                7.60                
Vardas26494         Pavarde26494        7.84                7.20                
Vardas26561         Pavarde26561        7.84                7.60                
Vardas26973         Pavarde26973        7.84                7.20                
Vardas27084         Pavarde27084        7.84                7.60                
Vardas27183         Pavarde27183        7.84                7.60                
Vardas27302         Pavarde27302        7.84                8.00                
Vardas27365         Pavarde27365        7.84                7.60                
Vardas27388         Pavarde27388        7.84                7.20                
Vardas27466         Pavarde27466        7.84                8.00                
Vardas27575         Pavarde27575        7.84                7.60                
Vardas27716         Pavarde27716        7.84                7.60                
Vardas27971         Pavarde27971        7.84                7.60                
Vardas28183         Pavarde28183        7.84                7.60                
Vardas28222         Pavarde28222        7.84                8.40                
Vardas28263         Pavarde28263        7.84                7.60                
Vardas28400         Pavarde28400        7.84                8.00                
Vardas28427         Pavarde28427        7.84                8.40                
Vardas28445         Pavarde28445        7.84                8.00                
Vardas28537         Pavarde28537        7.84                7.60                
Vardas28555         Pavarde28555        7.84                8.00                
Vardas28767         Pavarde28767        7.84                6.80                
Vardas28910         Pavarde28910        7.84                7.60                
Vardas29204         Pavarde29204        7.84                8.40                
Vardas29709         Pavarde29709        7.84                8.40                
Vardas30315         Pavarde30315        7.84                7.60                
Vardas30469         Pavarde30469        7.84                7.60                
Vardas30631         Pavarde30631        7.84                7.20                
Vardas31123         Pavarde31123        7.84                8.40                
Vardas31356         Pavarde31356        7.84                8.40                
Vardas31420         Pavarde31420        7.84                8.00                
Vardas31510         Pavarde31510        7.84                6.80                
Vardas31667         Pavarde31667        7.84                8.00                
Vardas31833         Pavarde31833        7.84                7.60                
Vardas31863         Pavarde31863        7.84                6.80                
Vardas32003         Pavarde32003        7.84                8.00                
Vardas32225         Pavarde32225        7.84                8.00                
Vardas32229         Pavarde32229        7.84                7.60                
Vardas32287         Pavarde32287        7.84                7.20                
Vardas32914         Pavarde32914        7.84                8.40                
Vardas33028         Pavarde33028        7.84                8.40                
Vardas33258         Pavarde33258        7.84                8.40                
Vardas33447         Pavarde33447        7.84                8.00                
Vardas33690         Pavarde33690        7.84                7.60                
Vardas33699         Pavarde33699        7.84                7.60                
Vardas33994         Pavarde33994        7.84                8.00                
Vardas34050         Pavarde34050        7.84                7.60                
Vardas34282         Pavarde34282        7.84                7.60                
Vardas34542         Pavarde34542        7.84                8.00                
Vardas34762         Pavarde34762        7.84                7.60                
Vardas34856         Pavarde34856        7.84                8.40                
Vardas34885         Pavarde34885        7.84                8.40                
Vardas34887         Pavarde34887        7.84                7.60                
Vardas35099         Pavarde35099        7.84                8.00                
Vardas35457         Pavarde35457        7.84                7.20                
Vardas35961         Pavarde35961        7.84                7.60                
Vardas36348         Pavarde36348        7.84                8.40                
Vardas36958         Pavarde36958        7.84                7.60                
Vardas36971         Pavarde36971        7.84                7.60                
Vardas37123         Pavarde37123        7.84                7.60                
Vardas37272         Pavarde37272        7.84                7.60                
Vardas37540         Pavarde37540        7.84                8.40                
Vardas37631         Pavarde37631        7.84                7.20                
Vardas37810         Pavarde37810        7.84                7.60                
Vardas37949         Pavarde37949        7.84                7.60                
Vardas38011         Pavarde38011        7.84                8.40                
Vardas38213         Pavarde38213        7.84                8.40                
Vardas38417         Pavarde38417        7.84                7.60                
Vardas38430         Pavarde38430        7.84                7.60                
Vardas38538         Pavarde38538        7.84                7.60                
Vardas38615         Pavarde38615        7.84                7.60                
Vardas38741         Pavarde38741        7.84                8.00                
Vardas39093         Pavarde39093        7.84                8.00                
Vardas39140         Pavarde39140        7.84                8.40                
Vardas39177         Pavarde39177        7.84                8.00                
Vardas39524         Pavarde39524        7.84                7.20                
Vardas39628         Pavarde39628        7.84                8.00                
Vardas39878         Pavarde39878        7.84                7.60                
Vardas40252         Pavarde40252        7.84                6.80                
Vardas40260         Pavarde40260        7.84                8.40                
Vardas40339         Pavarde40339        7.84                8.00                
Vardas40471         Pavarde40471        7.84                8.00                
Vardas40572         Pavarde40572        7.84                8.00                
Vardas41086         Pavarde41086        7.84                7.60                
Vardas41135         Pavarde41135        7.84                7.20                
Vardas41175         Pavarde41175        7.84                7.20                
Vardas41257         Pavarde41257        7.84                8.40                
Vardas41379         Pavarde41379        7.84                7.60                
Vardas41740         Pavarde41740        7.84                8.00                
Vardas41837         Pavarde41837        7.84                8.40                
Vardas42655         Pavarde42655        7.84                8.00                
Vardas42787         Pavarde42787        7.84                7.60                
Vardas42925         Pavarde42925        7.84                8.00                
Vardas43043         Pavarde43043        7.84                8.00                
Vardas43208         Pavarde43208        7.84                7.60                
Vardas43302         Pavarde43302        7.84                7.60                
Vardas43353         Pavarde43353        7.84                8.80                
Vardas43540         Pavarde43540        7.84                7.60                
Vardas43590         Pavarde43590        7.84                7.60                
Vardas43599         Pavarde43599        7.84                7.60                
Vardas43684         Pavarde43684        7.84                7.20                
Vardas43768         Pavarde43768        7.84                8.00                
Vardas43835         Pavarde43835        7.84                8.00                
Vardas43841         Pavarde43841        7.84                7.60                
Vardas43845         Pavarde43845        7.84                8.00                
Vardas43899         Pavarde43899        7.84                8.00                
Vardas44007         Pavarde44007        7.84                8.40                
Vardas44241         Pavarde44241        7.84                7.60                
Vardas44279         Pavarde44279        7.84                7.20                
Vardas45113         Pavarde45113        7.84                7.60                
Vardas45218         Pavarde45218        7.84                8.00                
Vardas45360         Pavarde45360        7.84                7.60                
Vardas45366         Pavarde45366        7.84                7.60                
Vardas45823         Pavarde45823        7.84                7.60                
Vardas45997         Pavarde45997        7.84                7.60                
Vardas46366         Pavarde46366        7.84                7.60                
Vardas46570         Pavarde46570        7.84                8.00                
Vardas46575         Pavarde46575        7.84                6.80                
Vardas46712         Pavarde46712        7.84                8.40                
Vardas46720         Pavarde46720        7.84                7.20                
Vardas46746         Pavarde46746        7.84                7.60                
Vardas47017         Pavarde47017        7.84                8.00                
Vardas47200         Pavarde47200        7.84                7.60                
Vardas47214         Pavarde47214        7.84                8.00                
Vardas47218         Pavarde47218        7.84                8.00                
Vardas47419         Pavarde47419        7.84                7.20                
Vardas47420         Pavarde47420        7.84                7.20                
Vardas47525         Pavarde47525        7.84                8.00                
Vardas47530         Pavarde47530        7.84                7.60                
Vardas47696         Pavarde47696        7.84                8.00                
Vardas47698         Pavarde47698        7.84                8.00                
Vardas47820         Pavarde47820        7.84                8.00                
Vardas47845         Pavarde47845        7.84                8.00                
Vardas48007         Pavarde48007        7.84                7.60                
Vardas48633         Pavarde48633        7.84                8.00                
Vardas49302         Pavarde49302        7.84                7.60                
Vardas49350         Pavarde49350        7.84                7.60                
Vardas49487         Pavarde49487        7.84                7.60                
Vardas49529         Pavarde49529        7.84                7.60                
Vardas49838         Pavarde49838        7.84                8.00                
Vardas49865         Pavarde49865        7.84                7.60                
Vardas49908         Pavarde49908        7.84                8.80                
Vardas50329         Pavarde50329        7.84                8.00                
Vardas50490         Pavarde50490        7.84                8.40                
Vardas50714         Pavarde50714        7.84                7.60                
Vardas50755         Pavarde50755        7.84                7.60                
Vardas51648         Pavarde51648        7.84                8.00                
Vardas51771         Pavarde51771        7.84                8.00                
Vardas51848         Pavarde51848        7.84                7.60                
Vardas52081         Pavarde52081        7.84                8.00                
Vardas52758         Pavarde52758        7.84                7.20                
Vardas52794         Pavarde52794        7.84                8.40                
Vardas53052         Pavarde53052        7.84                8.40                
Vardas53128         Pavarde53128        7.84                7.60                
Vardas53139         Pavarde53139        7.84                7.20                
Vardas53418         Pavarde53418        7.84                7.20                
Vardas53976         Pavarde53976        7.84                7.20                
Vardas54004         Pavarde54004        7.84                8.00                
Vardas54141         Pavarde54141        7.84                7.60                
Vardas54300         Pavarde54300        7.84                7.20                
Vardas54362         Pavarde54362        7.84                8.00                
Vardas54446         Pavarde54446        7.84                8.00                
Vardas54517         Pavarde54517        7.84                7.20                
Vardas54539         Pavarde54539        7.84                7.20                
Vardas55014         Pavarde55014        7.84                7.60                
Vardas55240         Pavarde55240        7.84                8.00                
Vardas55360         Pavarde55360        7.84                7.60                
Vardas55477         Pavarde55477        7.84                7.60                
Vardas55678         Pavarde55678        7.84                8.00                
Vardas55685         Pavarde55685        7.84                7.20                
Vardas55745         Pavarde55745        7.84                7.60                
Vardas55801         Pavarde55801        7.84                7.60                
Vardas56013         Pavarde56013        7.84                8.00                
Vardas56097         Pavarde56097        7.84                8.00                
Vardas56149         Pavarde56149        7.84                7.20                
Vardas56446         Pavarde56446        7.84                8.80                
Vardas56925         Pavarde56925        7.84                7.60                
Vardas56933         Pavarde56933        7.84                6.80                
Vardas57121         Pavarde57121        7.84                7.20                
Vardas57164         Pavarde57164        7.84                8.00                
Vardas57237         Pavarde57237        7.84                7.60                
Vardas57554         Pavarde57554        7.84                7.20                
Vardas57861         Pavarde57861        7.84                8.00                
Vardas57959         Pavarde57959        7.84                6.80                
Vardas58048         Pavarde58048        7.84                8.00                
Vardas58241         Pavarde58241        7.84                7.60                
Vardas58455         Pavarde58455        7.84                7.60                
Vardas58565         Pavarde58565        7.84                7.60                
Vardas58961         Pavarde58961        7.84                8.00                
Vardas58963         Pavarde58963        7.84                8.40                
Vardas59085         Pavarde59085        7.84                8.40                
Vardas59179         Pavarde59179        7.84                7.20                
Vardas59183         Pavarde59183        7.84                8.00                
Vardas59323         Pavarde59323        7.84                8.00                
Vardas59401         Pavarde59401        7.84                7.60                
Vardas59455         Pavarde59455        7.84                8.00                
Vardas59569         Pavarde59569        7.84                7.20                
Vardas59577         Pavarde59577        7.84                8.40                
Vardas60151         Pavarde60151        7.84                7.60                
Vardas60404         Pavarde60404        7.84                6.80                
Vardas60438         Pavarde60438        7.84                7.60                
Vardas60461         Pavarde60461        7.84                7.60                
Vardas60759         Pavarde60759        7.84                8.40                
Vardas60842         Pavarde60842        7.84                8.00                
Vardas61073         Pavarde61073        7.84                7.60                
Vardas61335         Pavarde61335        7.84                6.80                
Vardas61459         Pavarde61459        7.84                7.60                
Vardas61555         Pavarde61555        7.84                8.40                
Vardas61602         Pavarde61602        7.84                8.00                
Vardas62140         Pavarde62140        7.84                7.20                
Vardas62244         Pavarde62244        7.84                6.80                
Vardas62356         Pavarde62356        7.84                8.00                
Vardas62524         Pavarde62524        7.84                8.00                
Vardas62766         Pavarde62766        7.84                8.40                
Vardas62805         Pavarde62805        7.84                8.00                
Vardas62930         Pavarde62930        7.84                7.60                
Vardas63393         Pavarde63393        7.84                8.40                
Vardas63464         Pavarde63464        7.84                7.60                
Vardas63614         Pavarde63614        7.84                8.00                
Vardas63668         Pavarde63668        7.84                8.00                
Vardas63773         Pavarde63773        7.84                7.60                
Vardas64048         Pavarde64048        7.84                7.20                
Vardas64069         Pavarde64069        7.84                7.60                
Vardas64190         Pavarde64190        7.84                7.60                
Vardas64363         Pavarde64363        7.84                7.60                
Vardas64431         Pavarde64431        7.84                7.20                
Vardas64547         Pavarde64547        7.84                7.20                
Vardas65179         Pavarde65179        7.84                8.00                
Vardas65263         Pavarde65263        7.84                7.60                
Vardas65265         Pavarde65265        7.84                8.00                
Vardas65289         Pavarde65289        7.84                7.60                
Vardas65561         Pavarde65561        7.84                8.40                
Vardas65712         Pavarde65712        7.84                7.60                
Vardas65738         Pavarde65738        7.84                8.40                
Vardas65944         Pavarde65944        7.84                7.60                
Vardas66206         Pavarde66206        7.84                8.00                
Vardas66437         Pavarde66437        7.84                7.60                
Vardas66780         Pavarde66780        7.84                6.80                
Vardas67344         Pavarde67344        7.84                7.60                
Vardas67692         Pavarde67692        7.84                7.20                
Vardas67886         Pavarde67886        7.84                8.40                
Vardas68166         Pavarde68166        7.84                7.20                
Vardas68190         Pavarde68190        7.84                8.00                
Vardas68284         Pavarde68284        7.84                8.40                
Vardas68297         Pavarde68297        7.84                7.20                
Vardas68415         Pavarde68415        7.84                7.60                
Vardas68805         Pavarde68805        7.84                8.00                
Vardas68921         Pavarde68921        7.84                7.20                
Vardas69259         Pavarde69259        7.84                7.60                
Vardas69338         Pavarde69338        7.84                8.00                
Vardas69359         Pavarde69359        7.84                8.00                
Vardas69598         Pavarde69598        7.84                8.40                
Vardas69816         Pavarde69816        7.84                7.60                
Vardas69824         Pavarde69824        7.84                8.00                
Vardas70684         Pavarde70684        7.84                7.60                
Vardas70748         Pavarde70748        7.84                8.40                
Vardas70750         Pavarde70750        7.84                8.00                
Vardas71025         Pavarde71025        7.84                7.60                
Vardas71344         Pavarde71344        7.84                8.00                
Vardas71744         Pavarde71744        7.84                8.00                
Vardas71780         Pavarde71780        7.84                7.60                
Vardas72006         Pavarde72006        7.84                7.20                
Vardas72557         Pavarde72557        7.84                7.60                
Vardas73096         Pavarde73096        7.84                8.00                
Vardas73342         Pavarde73342        7.84                7.20                
Vardas73361         Pavarde73361        7.84                8.00                
Vardas73439         Pavarde73439        7.84                8.00                
Vardas74228         Pavarde74228        7.84                7.60                
Vardas74353         Pavarde74353        7.84                8.00                
Vardas74382         Pavarde74382        7.84                7.60                
Vardas74530         Pavarde74530        7.84                7.20                
Vardas74791         Pavarde74791        7.84                8.40                
Vardas74833         Pavarde74833        7.84                8.80                
Vardas75075         Pavarde75075        7.84                7.60                
Vardas75274         Pavarde75274        7.84                7.60                
Vardas75346         Pavarde75346        7.84                8.00                
Vardas75431         Pavarde75431        7.84                8.40                
Vardas75703         Pavarde75703        7.84                8.00                
Vardas75767         Pavarde75767        7.84                8.00                
Vardas76188         Pavarde76188        7.84                8.00                
Vardas76277         Pavarde76277        7.84                7.60                
Vardas76515         Pavarde76515        7.84                8.40                
Vardas76717         Pavarde76717        7.84                8.00                
Vardas76736         Pavarde76736        7.84                8.40                
Vardas76912         Pavarde76912        7.84                7.60                
Vardas77009         Pavarde77009        7.84                8.40                
Vardas77102         Pavarde77102        7.84                7.60                
Vardas77127         Pavarde77127        7.84                7.60                
Vardas77445         Pavarde77445        7.84                8.00                
Vardas77562         Pavarde77562        7.84                8.40                
Vardas77683         Pavarde77683        7.84                7.20                
Vardas77689         Pavarde77689        7.84                8.40                
Vardas78549         Pavarde78549        7.84                7.60                
Vardas78647         Pavarde78647        7.84                7.60                
Vardas78662         Pavarde78662        7.84                8.00                
Vardas78668         Pavarde78668        7.84                8.40                
Vardas78949         Pavarde78949        7.84                7.60                
Vardas79053         Pavarde79053        7.84                8.80                
Vardas79092         Pavarde79092        7.84                8.00                
Vardas79152         Pavarde79152        7.84                7.60                
Vardas79180         Pavarde79180        7.84                7.60                
Vardas79705         Pavarde79705        7.84                6.80                
Vardas80185         Pavarde80185        7.84                7.60                
Vardas80954         Pavarde80954        7.84                8.00                
Vardas81218         Pavarde81218        7.84                8.00                
Vardas81268         Pavarde81268        7.84                8.40                
Vardas81609         Pavarde81609        7.84                7.60                
Vardas82152         Pavarde82152        7.84                8.40                
Vardas82372         Pavarde82372        7.84                8.40                
Vardas82560         Pavarde82560        7.84                7.20                
Vardas82837         Pavarde82837        7.84                8.40                
Vardas82930         Pavarde82930        7.84                8.40                
Vardas83020         Pavarde83020        7.84                7.60                
Vardas83041         Pavarde83041        7.84                8.00                
Vardas83052         Pavarde83052        7.84                7.60                
Vardas83222         Pavarde83222        7.84                8.00                
Vardas83321         Pavarde83321        7.84                7.60                
Vardas83445         Pavarde83445        7.84                8.40                
Vardas83587         Pavarde83587        7.84                7.60                
Vardas83660         Pavarde83660        7.84                7.60                
Vardas83861         Pavarde83861        7.84                7.20                
Vardas84418         Pavarde84418        7.84                8.80                
Vardas84588         Pavarde84588        7.84                8.40                
Vardas84589         Pavarde84589        7.84                8.40                
Vardas84606         Pavarde84606        7.84                8.00                
Vardas84796         Pavarde84796        7.84                7.60                
Vardas85326         Pavarde85326        7.84                8.40                
Vardas85483         Pavarde85483        7.84                7.60                
Vardas85585         Pavarde85585        7.84                8.80                
Vardas85637         Pavarde85637        7.84                7.20                
Vardas85705         Pavarde85705        7.84                7.60                
Vardas86219         Pavarde86219        7.84                7.60                
Vardas86781         Pavarde86781        7.84                8.00                
Vardas86942         Pavarde86942        7.84                8.00                
Vardas86958         Pavarde86958        7.84                8.40                
Vardas86972         Pavarde86972        7.84                8.00                
Vardas87374         Pavarde87374        7.84                8.40                
Vardas87984         Pavarde87984        7.84                7.60                
Vardas88176         Pavarde88176        7.84                8.00                
Vardas88265         Pavarde88265        7.84                7.20                
Vardas88628         Pavarde88628        7.84                8.00                
Vardas88777         Pavarde88777        7.84                8.00                
Vardas88935         Pavarde88935        7.84                7.20                
Vardas89393         Pavarde89393        7.84                8.00                
Vardas89470         Pavarde89470        7.84                8.00                
Vardas89527         Pavarde89527        7.84                8.00                
Vardas89648         Pavarde89648        7.84                7.60                
Vardas89762         Pavarde89762        7.84                7.60                
Vardas89812         Pavarde89812        7.84                7.20                
Vardas89816         Pavarde89816        7.84                7.60                
Vardas89839         Pavarde89839        7.84                8.00                
Vardas89845         Pavarde89845        7.84                7.20                
Vardas89974         Pavarde89974        7.84                8.40                
Vardas90074         Pavarde90074        7.84                8.00                
Vardas90167         Pavarde90167        7.84                8.40                
